,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond,ExterQual,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageTypeMeanPrice,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotDepth,LotFrontage,LotShape,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscVal,MoSold,NeighborhoodMeanPrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SalePrice,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
246,908,1020,0,4,0,1,0,0,0,3,1,0,0,1,1,0,0,2,1020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,112,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,440,1,1,1,1,134091,1910,1928,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,247,2,2,0,0,0,1,3,9142,0,0,0,0,1,132,69,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,128225,60,8,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,137000,0,0,1,9,1020,4,0,1910,1950,2006
247,1375,0,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,1367,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,8,451,2,3,1,3,202893,1954,1375,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,248,1,3,0,0,0,1,3,11310,0,0,0,0,1,150,75,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,145847,30,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,140000,0,0,1,5,1367,4,0,1954,1954,2006
248,840,828,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,840,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,500,2,3,2,3,202893,2003,1668,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,249,1,4,0,0,0,1,3,11317,0,0,0,0,1,157,72,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,101,0,1,0,0,0,9,197966,68,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,180000,0,0,1,8,840,4,144,2003,2003,2007
249,1444,700,0,4,1,0,0,0,0,3,4,697,0,3,1,0,1,4,747,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,8,389,2,3,3,3,202893,1958,2144,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,250,1,4,0,0,1,0,1,159000,0,1,0,0,0,142,1115,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,472,1,0,0,0,500,6,212565,98,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,277000,0,0,1,7,1444,4,0,1958,2006,2007
250,1306,0,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,3,728,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,103317,1890,1306,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,251,1,2,0,0,0,1,3,5350,0,0,0,0,1,97,55,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,450,5,124834,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,76500,0,0,1,6,728,4,263,1940,1966,2010
251,1625,0,0,2,0,0,0,0,1,3,4,1573,0,6,1,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,538,2,3,3,3,202893,2006,1625,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,1,4,0,1,0,0,2,4750,0,0,0,0,1,107,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,481,0,0,0,1,0,12,210625,0,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,235000,153,0,1,5,1573,4,123,2006,2007,2007
252,798,842,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,798,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,520,2,3,2,3,202893,2004,1640,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,253,1,4,0,0,0,1,3,8366,0,0,0,0,1,128,65,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,186556,45,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,173000,0,0,1,6,798,4,138,2004,2004,2008
253,1302,0,0,3,1,0,0,0,0,3,4,270,580,2,5,0,1,4,452,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,309,1,3,2,3,202893,1964,1302,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,254,1,4,0,0,0,1,3,9350,0,0,0,0,1,110,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,108,0,1,0,0,0,10,145847,0,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,158000,0,0,1,7,1302,4,333,1964,1991,2007
254,1314,0,0,3,1,0,0,0,0,3,1,922,0,3,1,1,0,3,392,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,294,1,3,2,3,202893,1957,1314,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,255,1,3,0,0,0,1,3,8400,0,0,0,0,1,120,70,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,145847,0,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,145000,0,0,1,5,1314,4,250,1957,1957,2010
255,1005,1286,0,4,1,0,0,0,0,3,1,0,0,1,1,0,0,4,975,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,8,429,2,3,3,3,254752,1999,2291,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,256,1,4,0,0,0,1,3,8738,0,0,0,0,1,132,66,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,302,0,1,0,0,0,2,192855,0,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,230000,0,0,1,8,975,4,192,1999,1999,2006
256,864,864,0,3,1,0,0,0,0,3,1,503,0,3,1,0,0,4,361,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,673,2,3,2,3,202893,2003,1728,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,257,1,4,0,0,0,1,3,8791,0,0,0,0,1,137,64,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,225380,56,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,207500,0,0,1,7,864,4,216,2003,2003,2008
257,1604,0,0,3,1,0,0,0,0,3,1,1334,0,6,1,1,0,4,270,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,660,2,3,2,3,202893,2006,1604,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,258,1,4,0,0,0,1,3,8814,0,0,0,0,1,129,68,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,0,0,0,1,0,3,197966,110,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,220000,0,0,1,8,1604,4,123,2006,2006,2009
258,963,829,245,3,1,0,0,0,0,3,1,361,0,6,1,0,0,4,602,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,8,564,2,3,2,3,202893,2001,1792,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,259,1,4,0,0,0,1,3,12435,0,0,0,0,1,155,80,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,172,0,1,0,0,0,5,197966,96,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,231500,0,0,1,7,963,4,0,2001,2001,2008
259,882,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,308,1,3,1,3,134091,1956,882,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,260,1,3,0,0,0,1,3,12702,0,0,0,0,1,181,70,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,128225,45,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,97000,0,0,1,4,0,4,0,1956,1956,2008
260,1382,0,0,3,1,0,0,0,0,3,4,672,690,3,5,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,252,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,1,8,884,2,3,1,3,202893,1991,1382,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,261,1,3,0,0,0,1,3,19296,1,0,0,0,0,160,120,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,399,0,1,0,0,0,5,145847,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,176000,0,0,1,6,1362,4,0,1962,1962,2009
261,1482,1092,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,5,1482,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,8,868,3,3,3,3,254752,2007,2574,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,262,1,5,0,0,0,1,3,9588,0,0,0,0,1,138,69,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,270,0,0,0,1,0,11,197966,148,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,276000,0,0,1,10,1482,4,0,2007,2007,2007
262,1212,0,0,3,1,0,0,0,0,4,3,506,0,5,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,8,492,2,3,1,3,202893,1978,1212,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,263,1,3,0,0,0,1,3,8471,1,0,0,0,0,96,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46,0,1,0,0,0,7,136793,12,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,151000,0,0,1,6,506,4,292,1977,1995,2006
263,926,0,0,3,1,0,0,0,0,3,1,234,692,2,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,484,2,3,1,3,134091,1974,1316,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,264,1,3,0,0,0,1,3,5500,1,0,0,0,0,110,50,4,390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,128225,0,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,130000,0,0,1,6,926,4,0,1929,2001,2010
264,764,0,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,2,680,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,504,2,3,1,3,134091,1965,764,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,265,1,3,1,0,0,0,3,5232,0,0,0,0,1,174,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,128225,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73000,0,0,1,4,680,4,0,1925,2004,2008
265,1422,0,0,3,1,0,0,0,0,3,1,588,228,6,2,0,0,4,606,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,8,576,2,3,3,3,202893,1981,1422,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,266,1,4,0,0,0,1,3,12090,0,0,0,0,1,155,78,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,0,1,0,0,0,6,189050,0,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,175500,0,0,1,7,1422,4,276,1981,1981,2008
266,802,709,0,3,1,0,0,0,0,3,3,714,0,6,1,1,0,4,88,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,8,413,2,3,3,3,202893,1997,1511,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,267,1,3,0,1,0,0,3,11207,0,0,1,0,0,160,70,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,192855,75,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,185000,0,0,1,8,802,4,95,1997,1997,2006
267,1052,720,0,4,1,0,0,0,0,3,1,378,0,2,1,0,0,3,342,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,2,8,240,1,3,1,3,134091,1939,2192,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,268,1,4,1,0,0,0,2,8400,0,0,0,0,1,140,60,4,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,142591,24,8,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,179500,0,0,1,8,720,4,262,1939,1997,2008
268,778,0,0,2,1,0,0,0,0,3,1,403,125,5,3,0,0,3,212,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,1,8,924,1,5,3,5,134091,1966,778,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,269,1,3,0,0,0,1,3,6900,0,0,0,0,1,97,71,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,100124,25,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,120500,0,0,1,4,740,4,0,1940,1955,2008
269,1113,0,0,3,1,0,0,0,0,4,1,751,0,4,1,1,0,3,392,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,8,504,1,4,2,3,202893,1987,1113,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,270,1,3,0,0,0,1,3,7917,1,0,0,0,0,142,55,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,174,0,1,0,0,0,5,128220,30,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,148000,0,0,1,6,1143,4,370,1976,1976,2007
270,1095,844,0,3,1,0,0,0,0,3,2,0,0,1,1,0,0,4,1095,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,1053,3,3,2,3,202893,2006,1939,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,271,1,4,0,0,0,1,3,10728,0,0,0,0,1,127,84,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,225380,51,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,266000,0,0,1,8,1095,4,192,2006,2006,2006
271,1363,0,0,2,1,0,0,0,0,3,4,226,1063,2,6,1,0,4,96,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,1,5,439,2,3,1,3,202893,1954,1363,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,272,1,3,0,0,1,0,1,39104,0,1,0,0,0,535,73,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,212565,0,7,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,241500,0,0,1,5,1385,4,81,1954,2005,2008
272,1164,1106,0,4,1,0,0,0,0,3,1,524,0,6,1,0,0,4,628,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,671,3,3,3,3,202893,1999,2270,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,273,1,4,0,0,0,1,3,11764,0,1,0,0,0,127,92,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,348,0,1,0,0,0,4,335295,57,7,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,290000,0,0,1,9,1152,4,132,1999,2007,2010
273,1632,0,0,3,1,0,0,0,0,3,1,620,620,3,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,2,7,338,1,3,2,3,202893,1958,1632,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,274,1,3,0,0,0,1,3,9600,0,0,0,0,1,120,80,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,1,0,0,0,0,4,145847,0,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,139000,0,0,1,6,1240,4,289,1958,1988,2009
274,816,0,0,2,1,0,0,0,0,3,4,546,0,5,1,0,0,3,270,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,264,1,3,1,3,202893,1982,816,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,275,1,3,0,0,0,1,3,8314,1,0,0,0,0,109,76,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,156270,0,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,124500,0,0,1,5,816,4,168,1982,1982,2007
275,952,596,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,3,952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,8,672,2,3,1,3,134091,1978,1548,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,276,1,5,0,0,0,1,3,7264,0,0,0,0,1,132,55,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,124834,0,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,205000,144,0,1,5,952,4,74,1925,2007,2009
